Nom,Naissance,Taille,Poids,Nationalité,Latéralité
L. Butelle,4/3/1983,187.96,83.9,France,Left
S. Cristóforo,8/23/1993,175.26,68,Uruguay,Right
Jason,7/6/1994,152.4,64.9,Spain,Right
M. Agu,5/27/1993,182.88,77.1,Nigeria,Right
E. Badu,12/2/1990,172.72,69.9,Ghana,Right
N. Redmond,3/6/1994,172.72,68.9,England,Right
Sandro,3/15/1989,187.96,74.8,Brazil,Right
A. Mounier,9/27/1987,175.26,64.9,France,Left
Matheus Pereira,5/5/1996,175.26,73.9,Brazil,Left
C. Jallet,10/31/1983,152.4,69.9,France,Right
Diego Castro,7/2/1982,175.26,71.2,Spain,Right
S. Okazaki,4/16/1986,172.72,78,Japan,Right
O. Kamara,10/15/1989,182.88,81.2,Norway,Right
Xeka,11/10/1994,185.42,83,Portugal,Right
R. Karsdorp,2/11/1995,182.88,79.8,Netherlands,Right
Marafona,5/8/1987,190.5,86.2,Portugal,Right
D. Valdés,1/30/1994,152.4,74.8,Chile,Right
M. Gonalons,3/10/1989,187.96,76.2,France,Right
Burgui,10/29/1993,182.88,74.8,Spain,Right
F. Guarín,6/30/1986,182.88,79.8,Colombia,Right
M. Jensen,1/1/1996,172.72,68,Denmark,Right
R. Thomas,12/20/1994,175.26,64,New Zealand,Right
B. Butko,1/13/1991,182.88,72.1,Ukraine,Right
L. Cigarini,6/20/1986,175.26,72.1,Italy,Right
A. Musa,10/14/1992,170.18,62.1,Nigeria,Right
M. Morozyuk,1/17/1988,175.26,71.2,Ukraine,Right
G. Schennikov,4/27/1991,154.94,74.8,Russia,Left
André Ramalho,2/16/1992,182.88,78,Brazil,Right
T. Foket,9/25/1994,152.4,73.9,Belgium,Right
P. Foden,5/28/2000,170.18,68.9,England,Left
Walace,4/4/1995,187.96,74.8,Brazil,Right
I. Kahveci,7/15/1995,175.26,67.1,Turkey,Left
J. Briand,8/2/1985,154.94,83.9,France,Right
D. Rolán,3/24/1993,152.4,69.9,Uruguay,Right
C. Théréau,4/24/1983,187.96,78.9,France,Right
B. Valdez,10/6/1992,182.88,78.9,Paraguay,Right
M. Konaté,4/3/1993,182.88,78,Senegal,Right
H. Ayala,3/31/1987,182.88,81.2,Mexico,Right
J. Kluivert,5/5/1999,170.18,66.2,Netherlands,Right
P. Tau,5/13/1994,167.64,64.9,South Africa,Right
Eraso,3/22/1990,154.94,71.2,Spain,Right
A. Boruc,2/20/1980,193.04,87.1,Poland,Right
S. Larsson,4/10/1993,152.4,69.9,Sweden,Right
Paulinho,7/10/1994,170.18,63,Brazil,Left
J. Urretaviscaya,3/19/1990,172.72,66.2,Uruguay,Right
Y. Aït Bennasser,7/7/1996,182.88,73.9,Morocco,Right
P. Bernardoni,4/18/1997,190.5,78,France,Left
J. Brenet,3/20/1994,154.94,73.9,Netherlands,Right
Aleñá,1/5/1998,154.94,73,Spain,Left
Thiago Maia,3/23/1997,152.4,78.9,Brazil,Left
R. Skov,5/25/1996,182.88,76.2,Denmark,Left
M. Isla,6/12/1988,175.26,74.8,Chile,Right
W. McKennie,8/28/1998,185.42,83.9,United States,Right
J. Tavernier,10/31/1991,182.88,74.8,England,Right
S. Kalu,8/26/1997,175.26,73.9,Nigeria,Right
Marlon,9/7/1995,182.88,79.8,Brazil,Right
A. Duncan,3/10/1993,152.4,78,Ghana,Left
S. Sturaro,3/9/1993,154.94,79.8,Italy,Right
H. Arter,12/28/1989,175.26,69.9,Republic of Ireland,Left
V. Buyalskyi,1/6/1993,170.18,60.8,Ukraine,Right
M. Sarr,1/23/1999,182.88,73,France,Left
I. Fernández,1/12/1990,182.88,67.1,Argentina,Left
H. Hateboer,1/9/1994,187.96,73.9,Netherlands,Right
F. Niederlechner,10/24/1990,187.96,86.2,Germany,Right
P. Schwegler,3/9/1987,152.4,73.9,Switzerland,Right
B. Pearson,1/4/1995,175.26,71.2,England,Right
T. Abraham,10/2/1997,190.5,79.8,England,Right
Jefferson,7/5/1988,175.26,72.1,Brazil,Left
J. Mæhle,5/20/1997,182.88,79.8,Denmark,Right
Unai López,10/30/1995,170.18,69.9,Spain,Right
I. Amadou,4/6/1993,182.88,81.2,France,Right
C. Günter,2/28/1993,182.88,83,Germany,Left
O. Onazi,12/25/1992,172.72,73,Nigeria,Right
J. Montero,9/1/1989,172.72,69.9,Ecuador,Right
O. Murillo,4/18/1988,182.88,83,Colombia,Left
Borja Bastón,8/25/1992,190.5,82.1,Spain,Right
L. Zelarayán,6/20/1992,172.72,73,Argentina,Right
M. Kelly,4/27/1990,190.5,77.1,England,Right
A. Umar,3/6/1995,175.26,72.1,Nigeria,Right
Zaldúa,6/24/1992,175.26,69.9,Spain,Right
M. Diagne,10/28/1991,190.5,86.2,Senegal,Right
Jovane Cabral,6/14/1998,175.26,68,Cape Verde,Right
S. Dann,2/14/1987,187.96,78,England,Right
M. Pavlović,6/9/1990,195.58,93.9,Croatia,Right
A. Surman,8/20/1986,152.4,73,England,Left
F. Kainz,10/24/1992,175.26,71.2,Austria,Right
Fran Beltrán,2/3/1999,170.18,64,Spain,Right
K. Vermeer,1/10/1986,154.94,78,Netherlands,Right
Fontàs,11/14/1989,185.42,86.2,Spain,Left
L. Quiñones,6/26/1991,152.4,64.9,Colombia,Left
M. Leckie,2/4/1991,154.94,82.1,Australia,Right
Tchê Tchê,9/30/1992,175.26,66.2,Brazil,Right
S. March,7/20/1994,154.94,77.1,England,Left
B. Dabo,2/18/1992,185.42,81.2,Burkina Faso,Right
F. Midtsjø,8/11/1993,175.26,69.9,Norway,Right
Arribas,5/1/1989,182.88,76.2,Spain,Right
Duirval Diniz,2/29/1984,187.96,82.1,Brazil,Right
O. Watkins,12/30/1995,154.94,69.9,England,Right
R. Tapia,7/28/1995,182.88,78,Peru,Right
E. Roco,8/16/1992,193.04,78.9,Chile,Right
J. Svensson,3/6/1993,170.18,69.9,Norway,Right
L. Orbán,2/3/1989,152.4,78.9,Argentina,Left
G. Donsah,6/17/1996,175.26,69.9,Ghana,Right
L. Krejčí,7/5/1992,154.94,68,Czech Republic,Left
S. Sinclair,3/25/1989,152.4,69.9,England,Right
B. Jokič,5/17/1986,175.26,77.1,Slovenia,Left
M. Thuram,8/6/1997,193.04,88,France,Right
S. Romero,7/22/1988,152.4,76.2,Argentina,Right
C. Atsu,1/10/1992,165.1,64.9,Ghana,Left
C. Träsch,9/1/1987,154.94,74.8,Germany,Right
F. Pogba,8/19/1990,187.96,87.1,Guinea,Left
Reguilón,12/16/1996,152.4,68,Spain,Left
Caio Milaçar,2/29/1984,170.18,67.1,Brazil,Right
M. Kempf,1/28/1995,185.42,87.1,Germany,Left
Daniel Ayala,11/7/1990,190.5,83.9,Spain,Right
P. Roberts,2/5/1997,170.18,66.2,England,Left
G. Ortíz,8/9/1992,182.88,79.8,Argentina,Right
R. Gikiewicz,10/26/1987,190.5,81.2,Poland,Right
R. Rey,3/8/1991,190.5,76.2,Argentina,Right
Y. Öztekin,3/19/1987,152.4,69.9,Turkey,Right
Daniel Candeias,2/25/1988,152.4,78,Portugal,Right
C. Beauvue,4/16/1988,175.26,66.2,France,Right
Marcelo,7/27/1989,152.4,73.9,Brazil,Right
S. von Bergen,6/10/1983,182.88,78.9,Switzerland,Right
J. Obi,5/22/1991,175.26,71.2,Nigeria,Left
Rafael Leão,6/10/1999,187.96,81.2,Portugal,Right
Pedro Henrique,6/16/1990,154.94,76.2,Brazil,Left
Raúl Fernández,3/13/1988,195.58,92.1,Spain,Right
Y. Nagatomo,9/12/1986,170.18,68,Japan,Right
P. Hrošovský,4/22/1992,175.26,69.9,Slovakia,Right
R. Berić,6/17/1991,187.96,83,Slovenia,Right
N. Spolli,2/20/1983,193.04,89.8,Argentina,Right
L. Moore,1/31/1993,185.42,86.2,England,Right
D. Falcinelli,6/26/1991,185.42,74.8,Italy,Left
J. Babin,10/14/1986,154.94,88.9,France,Right
J. Kopic,6/4/1990,154.94,78.9,Czech Republic,Right
M. Besler,2/11/1987,182.88,77.1,United States,Left
P. Martinez,2/21/1989,182.88,77.1,France,Left
Renan Bressan,11/3/1988,182.88,74.8,Belarus,Right
O. Şahan,5/26/1987,152.4,71.2,Turkey,Right
M. Rensing,5/14/1984,190.5,91.2,Germany,Right
K. Phillips,12/2/1995,152.4,72.1,England,Right
W. Janssen,7/4/1986,185.42,74.8,Netherlands,Right
E. Mena,7/18/1988,172.72,73.9,Chile,Left
A. Ciciretti,12/31/1993,170.18,62.1,Italy,Left
Davidson,3/5/1991,152.4,62.1,Brazil,Right
Diogo Leite,1/23/1999,187.96,73,Portugal,Left
A. Raggi,6/24/1984,187.96,82.1,Italy,Right
S. Grandsir,8/14/1996,167.64,64,France,Right
D. Kreilach,4/16/1989,185.42,78,Croatia,Right
A. Ruiz,8/19/1993,182.88,77.1,Argentina,Left
Iñigo Pérez,1/18/1988,152.4,73.9,Spain,Left
L. Sané,3/22/1987,190.5,77.1,Senegal,Right
Ivo,10/2/1986,182.88,64.9,Brazil,Left
Gil Dias,9/28/1996,182.88,78,Portugal,Left
A. Mena,1/21/1988,167.64,67.1,Ecuador,Left
J. Córdoba,5/11/1993,187.96,84.8,Colombia,Right
B. Ecuélé Manga,7/16/1988,185.42,76.2,Gabon,Right
N. Murru,12/16/1994,154.94,73.9,Italy,Left
G. Shinnie,8/4/1991,175.26,72.1,Scotland,Left
J. Stryger Larsen,2/21/1991,182.88,82.1,Denmark,Right
A. Erokhin,10/13/1989,195.58,78.9,Russia,Right
L. Robles,5/11/1984,185.42,91.2,United States,Right
A. Ulmer,10/30/1985,175.26,68.9,Austria,Left
F. Castillo,6/17/1992,172.72,68,Colombia,Right
I. Nestorovski,3/19/1990,182.88,74.8,FYR Macedonia,Left
M. Mount,1/10/1999,152.4,64,England,Right
O. Kayode,5/8/1993,175.26,64.9,Nigeria,Right
Jadson Vidigal,2/29/1992,175.26,69.9,Brazil,Right
P. Verhaegh,9/1/1983,152.4,73.9,Netherlands,Right
L. Cavallini,12/28/1992,182.88,88.9,Canada,Left
J. Geis,8/17/1993,154.94,81.2,Germany,Right
R. van Wolfswinkel,1/27/1989,185.42,69.9,Netherlands,Right
K. Adams Nuhu,6/22/1995,190.5,83,Ghana,Right
Kévin Rodrigues,3/5/1994,170.18,69.9,Portugal,Left
Ramalho,6/10/1993,154.94,68,Spain,Right
A. Semenov,3/24/1989,190.5,86.2,Russia,Right
G. Charbonnier,12/27/1988,187.96,79.8,France,Right
Luisinho,5/5/1985,170.18,62.1,Portugal,Left
E. Pieters,8/7/1988,185.42,87.1,Netherlands,Left
H. Wolf,4/16/1999,175.26,68,Austria,Left
J. Aidoo,9/29/1995,152.4,83,Ghana,Right
Nicolás Formido,2/29/1988,182.88,77.1,Brazil,Left
D. Kourmpelis,11/2/1993,154.94,73.9,Greece,Right
J. Vuković,6/10/1988,195.58,93,Serbia,Left
J. Beausejour,6/1/1984,152.4,83,Chile,Left
M. Ostrzolek,6/5/1990,152.4,72.1,Germany,Left
J. Błaszczykowski,12/14/1985,175.26,67.1,Poland,Right
D. Bouanga,11/11/1994,154.94,71.2,Gabon,Right
R. Botta,1/31/1990,175.26,71.2,Argentina,Left
D. Lazović,9/15/1990,154.94,66.2,Serbia,Right
L. Marković,3/2/1994,175.26,64.9,Serbia,Right
Fábio Espinho,8/18/1985,175.26,67.1,Portugal,Right
Ruben Lima,10/3/1989,152.4,68.9,Portugal,Left
T. Usami,5/6/1992,152.4,68.9,Japan,Right
E. Room,2/6/1989,187.96,81.2,Curacao,Right
K. Konaté,2/29/1992,152.4,74.8,Ivory Coast,Right
Rubén Alcaraz,5/1/1991,154.94,76.2,Spain,Right
A. Nyom,5/10/1988,187.96,79.8,Cameroon,Right
Yuri Ribeiro,1/24/1997,152.4,73.9,Portugal,Left
M. Ekici,3/25/1990,154.94,76.2,Turkey,Right
I. Sosa,1/18/1987,154.94,73,Argentina,Right
L. Melgarejo,8/10/1990,152.4,74.8,Paraguay,Left
William,12/7/1991,182.88,79.8,Brazil,Right
M. Vydra,5/1/1992,175.26,71.2,Czech Republic,Right
Bebé,7/12/1990,190.5,83,Portugal,Right
Adrián González,5/25/1988,182.88,78,Spain,Left
C. Söyüncü,5/23/1996,185.42,82.1,Turkey,Right
K. Iheanacho,10/3/1996,182.88,79.8,Nigeria,Left
M. Tisserand,1/10/1993,190.5,79.8,DR Congo,Right
A. Lozano,4/25/1993,185.42,78.9,Honduras,Right
L. Waldschmidt,5/19/1996,154.94,74.8,Germany,Left
Adrianiscito,2/29/1992,193.04,88,Brazil,Right
S. Grytebust,10/25/1989,185.42,82.1,Norway,Right
I. Strinić,7/17/1987,185.42,78,Croatia,Left
Pedro Rebocho,1/23/1995,170.18,73.9,Portugal,Left
J. Mbakogu,10/1/1992,182.88,82.1,Nigeria,Right
Dória,11/8/1994,187.96,82.1,Brazil,Left
M. Çağıran,11/17/1992,154.94,82.1,Turkey,Right
K. Kamara,9/1/1984,187.96,74.8,Sierra Leone,Right
S. Bahoken,5/28/1992,185.42,88,Cameroon,Right
B. Gibson,1/15/1993,185.42,78,England,Left
Nacho,3/7/1989,175.26,76.2,Spain,Left
A. Cornelius,3/16/1993,193.04,91.2,Denmark,Left
M. Le Marchand,10/11/1989,185.42,78,France,Left
P. Diop,8/8/1997,154.94,68,Spain,Right
S. Özbayraklı,1/23/1990,170.18,71.2,Turkey,Right
S. Davis,1/1/1985,172.72,69.9,Northern Ireland,Right
A. Baba,7/2/1994,152.4,69.9,Ghana,Left
E. Zukanović,2/11/1987,190.5,84.8,Bosnia Herzegovina,Left
O. Niasse,4/18/1990,182.88,82.1,Senegal,Right
P. Mpoku,4/19/1992,154.94,78.9,DR Congo,Right
K. McDonald,11/4/1988,193.04,96.2,Scotland,Right
Jesus Andradaldo,2/29/1992,152.4,73,Brazil,Right
S. Dzhanaev,3/13/1987,190.5,87.1,Russia,Right
M. Degenek,4/28/1994,187.96,82.1,Australia,Right
A. Tameze,2/4/1994,154.94,78,France,Right
Tiago Silva,6/2/1993,170.18,62.1,Portugal,Right
E. Bauthéac,8/24/1987,170.18,68.9,France,Left
Y. Ravet,9/12/1989,152.4,78,France,Right
D. Tošić,1/19/1985,185.42,84.8,Serbia,Left
D. Padelli,10/25/1985,190.5,82.1,Italy,Left
B. Mensah,10/17/1994,154.94,64.9,Ghana,Right
J. Biabiany,4/28/1988,152.4,73,France,Right
I. Iličević,11/14/1986,175.26,63,Croatia,Right
H. Barnes,12/9/1997,175.26,66.2,England,Right
C. Awaziem,1/1/1997,187.96,78,Nigeria,Right
Luna,3/17/1991,152.4,68,Spain,Left
A. Chedjou,6/20/1985,182.88,77.1,Cameroon,Right
Djavan,12/31/1987,182.88,76.2,Brazil,Left
A. Rebrov,3/4/1984,193.04,89.8,Russia,Right
G. Margreitter,11/7/1988,185.42,84.8,Austria,Right
Salvi Sánchez,3/30/1991,175.26,64.9,Spain,Right
Pietrson Mendes,2/29/1984,172.72,64,Brazil,Left
M. Russ,8/4/1985,190.5,92.1,Germany,Right
H. Van Crombrugge,4/30/1993,187.96,88,Belgium,Left
A. Barrada,6/19/1989,152.4,73,Morocco,Right
K. Nakamura,10/31/1980,175.26,66.2,Japan,Right
A. Clayton,1/14/1989,175.26,74.8,England,Right
T. Leibold,11/30/1993,175.26,72.1,Germany,Left
V. Karavaev,5/20/1995,175.26,69.9,Russia,Right
I. Fossum,7/15/1996,154.94,73,Norway,Right
D. Bessa,1/14/1993,152.4,74.8,Italy,Right
N. Acevedo,7/11/1988,152.4,77.1,Argentina,Right
S. Rybalka,4/1/1990,175.26,69.9,Ukraine,Right
G. Di Lorenzo,8/4/1993,182.88,82.1,Italy,Right
H. Diallo,6/15/1995,185.42,78.9,Senegal,Right
B. Fernández,9/26/1994,170.18,73.9,Argentina,Right
J. Basanta,4/3/1984,187.96,78,Argentina,Left
S. Thioub,6/1/1995,152.4,74.8,France,Left
C. Adams,7/13/1996,152.4,66.2,England,Right
Jota,6/16/1991,154.94,69.9,Spain,Left
E. Crivelli,2/6/1995,182.88,78.9,France,Right
Etxeita,10/31/1987,185.42,78,Spain,Right
D. Ciofani,7/31/1985,190.5,82.1,Italy,Right
M. Urruti,2/22/1991,182.88,73.9,Argentina,Right
Gerso,2/23/1991,172.72,64.9,Guinea Bissau,Left
J. Šural,5/30/1990,182.88,79.8,Czech Republic,Right
B. Celina,9/9/1996,154.94,66.2,Kosovo,Right
S. Al Faraj,8/1/1989,154.94,64,Saudi Arabia,Left
L. Majer,1/17/1998,152.4,74.8,Croatia,Left
J. St. Juste,10/19/1996,185.42,71.2,Netherlands,Right
M. Bolaños,6/1/1990,170.18,64,Ecuador,Right
R. Krishna,8/30/1987,170.18,69.9,Fiji,Right
E. Goldaniga,11/2/1993,187.96,82.1,Italy,Right
Suk Hyun Jun,6/29/1991,190.5,82.1,Korea Republic,Right
Míchel,7/29/1988,182.88,71.2,Spain,Right
Álex Gallar,3/19/1992,175.26,71.2,Spain,Left
Insua,9/9/1993,187.96,79.8,Spain,Right
Ignasi Miquel,9/28/1992,187.96,79.8,Spain,Left
L. Bustamante,12/11/1985,170.18,67.1,Argentina,Right
E. Schelotto,5/23/1989,187.96,77.1,Italy,Right
Paulinho,7/13/1991,175.26,69.9,Portugal,Right
F. Hübner,3/1/1991,193.04,83.9,Germany,Right
Castro,4/2/1988,154.94,74.8,Portugal,Right
R. Aliendro,2/16/1991,152.4,68,Argentina,Right
M. Kanazaki,2/16/1989,154.94,69.9,Japan,Right
S. Sunzu,6/22/1989,190.5,91.2,Zambia,Right
Y. Sanogo,1/27/1993,190.5,74.8,France,Right
T. Minamino,1/16/1995,175.26,67.1,Japan,Right
S. Dioudis,2/3/1993,187.96,74.8,Greece,Right
J. Al Hussien,7/30/1982,167.64,63,Syria,Right
Raul García,4/30/1989,175.26,72.1,Spain,Left
S. Bertoli,10/16/1977,185.42,81.2,Argentina,Right
J. Gélin,4/24/1997,182.88,78.9,France,Right
J. Mišić,6/28/1994,182.88,78.9,Croatia,Right
Fabiano,2/29/1988,198.12,91.2,Brazil,Right
O. Mangala,3/18/1998,152.4,78,Belgium,Right
J. Toljan,8/8/1994,182.88,73.9,Germany,Right
J. Gandolfi,12/5/1980,152.4,78,Argentina,Right
J. Lewis,10/6/1987,198.12,84.8,England,Right
J. Bořil,1/11/1991,175.26,74.8,Czech Republic,Right
S. Clucas,9/25/1990,187.96,73.9,England,Left
A. Grünwald,5/1/1989,187.96,83.9,Austria,Left
J. Poulsen,7/7/1983,154.94,73.9,Denmark,Right
C. Montes,2/24/1997,190.5,69.9,Mexico,Right
R. Meggiorini,9/4/1985,182.88,78,Italy,Left
N. Bungert,10/24/1986,187.96,74.8,Germany,Right
C. Kouamé,12/6/1997,185.42,69.9,Ivory Coast,Right
F. Meza,8/29/1991,182.88,73,Colombia,Right
A. Henríquez,4/13/1994,175.26,73,Chile,Right
Nélson Oliveira,8/8/1991,185.42,82.1,Portugal,Right
E. Terranova,2/5/1987,185.42,86.2,Italy,Right
R. Emond,12/5/1991,185.42,73,Belgium,Right
G. Hooper,1/26/1988,175.26,71.2,England,Right
L. Freeman,3/22/1992,172.72,73,England,Left
Miguel Vieira,10/8/1990,190.5,79.8,Portugal,Right
A. Rispoli,9/29/1988,187.96,83,Italy,Right
N. Navarro,3/25/1985,190.5,87.1,Argentina,Left
A. Barboza,3/16/1995,193.04,88,Argentina,Left
A. Maxim,7/8/1990,152.4,73,Romania,Right
O. John,5/19/1992,152.4,72.1,Netherlands,Right
A. Smithies,3/5/1990,187.96,88,England,Right
P. Barrientos,1/17/1985,175.26,68.9,Argentina,Left
F. Rinaudo,5/8/1987,175.26,73.9,Argentina,Right
L. Mazzitelli,11/15/1995,187.96,76.2,Italy,Right
Eduardo,6/7/1993,152.4,71.2,Brazil,Left
G. Pazzini,8/2/1984,154.94,78,Italy,Right
A. Bamba,4/25/1990,182.88,72.1,Ivory Coast,Right
A. Mina,10/8/1990,190.5,83.9,Ecuador,Right
I. Mbaye,11/19/1994,187.96,69.9,Senegal,Right
M. Tekdemir,1/20/1988,152.4,68,Turkey,Right
L. Burián,1/21/1984,187.96,81.2,Uruguay,Right
Michel Cruceiro,2/29/1992,185.42,82.1,Brazil,Left
Ricardo,10/1/1986,187.96,79.8,Portugal,Right
Y. Gordillo,6/25/1992,175.26,73,Colombia,Right
G. Peruzzi,6/9/1992,152.4,71.2,Argentina,Right
Yu Hanchao,2/25/1987,152.4,64.9,China PR,Left
K. Westwood,10/23/1984,187.96,86.2,Republic of Ireland,Left
Evandro Rochedo,2/29/1984,187.96,82.1,Brazil,Right
Dani Pacheco,1/5/1991,167.64,64.9,Spain,Right
A. Ríos,10/24/1988,172.72,74.8,Mexico,Right
D. Kadah,3/2/1986,187.96,79.8,Turkey,Right
A. Diakhaby,7/5/1996,187.96,73.9,France,Left
Juan Carlos,1/20/1988,187.96,82.1,Spain,Right
I. Success,1/7/1996,182.88,89.8,Nigeria,Right
S. Al Dawsari,8/19/1991,175.26,68,Saudi Arabia,Right
A. Özbiliz,3/9/1990,175.26,72.1,Armenia,Left
G. Banguera,12/15/1995,187.96,79.8,Colombia,Right
K. Johnsson,1/28/1990,187.96,83.9,Sweden,Right
U. Demirok,7/8/1988,190.5,84.8,Turkey,Right
N. Asare,7/11/1986,172.72,66.2,Ghana,Left
M. Pucciarelli,6/17/1991,175.26,64,Italy,Right
D. Fagundez,2/14/1995,172.72,64,Uruguay,Right
W. Troost-Ekong,9/1/1993,190.5,82.1,Nigeria,Right
Paulinho,4/9/1986,175.26,74.8,Brazil,Right
J. Foyth,1/12/1998,187.96,68.9,Argentina,Right
M. Linnes,9/20/1991,152.4,72.1,Norway,Right
Serginho,4/2/1994,154.94,82.1,Brazil,Left
Hélder Lopes,1/4/1989,152.4,66.2,Portugal,Left
E. Berg,12/30/1988,193.04,88.9,Sweden,Right
R. Bengtsson,6/26/1986,185.42,79.8,Sweden,Right
F. Forestieri,1/15/1990,172.72,67.1,Italy,Right
K. Wilczek,1/14/1988,185.42,83,Poland,Left
G. Cimirot,12/19/1992,152.4,73.9,Bosnia Herzegovina,Right
I. Bennacer,12/1/1997,172.72,64,Algeria,Left
L. Marrone,3/28/1990,185.42,74.8,Italy,Right
R. Halliche,9/2/1986,187.96,81.2,Algeria,Right
V. Vada,3/6/1996,175.26,71.2,Argentina,Right
Y. Bissouma,8/30/1996,182.88,79.8,Mali,Right
R. Salinas,5/9/1988,152.4,73.9,Mexico,Right
R. Doan,6/16/1998,172.72,69.9,Japan,Left
F. Pardo,8/17/1990,152.4,79.8,Colombia,Right
J. Duque,6/4/1992,175.26,68,Colombia,Right
D. Jensen,3/25/1992,195.58,92.1,Denmark,Right
Omar Ramos,1/26/1988,175.26,66.2,Spain,Left
D. Randolph,5/12/1987,187.96,78,Republic of Ireland,Right
S. Sensi,8/5/1995,167.64,62.1,Italy,Right
A. Ricaurte,10/3/1991,182.88,69.9,Colombia,Left
M. Aguirregaray,4/1/1989,152.4,78,Uruguay,Right
João Carvalho,3/9/1997,170.18,66.2,Portugal,Right
A. Zeneli,2/25/1995,175.26,72.1,Kosovo,Right
D. Dainelli,6/9/1979,190.5,78,Italy,Right
K. Hansen,3/3/1989,182.88,73.9,Denmark,Right
R. Bennett,3/6/1990,187.96,78,England,Right
Lee Chung Yong,7/2/1988,154.94,68,Korea Republic,Right
V. Verre,1/11/1994,154.94,69.9,Italy,Right
Kwoun Sun Tae,9/11/1984,182.88,84.8,Korea Republic,Right
Mauro Cildinho,2/29/1984,172.72,64,Brazil,Right
Edinho,7/7/1982,182.88,73.9,Portugal,Right
L. Pisculichi,1/18/1984,175.26,73.9,Argentina,Left
Y. Benalouane,3/28/1987,185.42,86.2,Tunisia,Right
A. Ragusa,3/27/1990,182.88,78,Italy,Right
F. Lemoine,3/16/1987,175.26,69.9,France,Right
C. Roldan,6/3/1995,172.72,74.8,United States,Right
D. Ndong,6/17/1994,152.4,74.8,Gabon,Right
V. Coufal,8/22/1992,175.26,74.8,Czech Republic,Right
M. Oršić,12/29/1992,152.4,68.9,Croatia,Right
Édundo Oliveira,2/29/1992,182.88,78.9,Brazil,Right
B. Bannan,12/1/1989,170.18,60.8,Scotland,Left
R. Koch,7/17/1996,193.04,84.8,Germany,Right
N. Pasquini,1/2/1991,175.26,76.2,Argentina,Left
A. Rosina,1/31/1984,170.18,68.9,Italy,Left
T. Parker,2/23/1993,187.96,88,United States,Right
Marcos Guilherme,8/5/1995,170.18,58.1,Brazil,Right
D. Luckassen,7/3/1995,185.42,78,Netherlands,Right
S. Hutchinson,11/23/1990,187.96,79.8,England,Right
Bruno Lamas,4/13/1994,175.26,69.9,Brazil,Left
A. Bălută,9/13/1993,165.1,67.1,Romania,Right
De las Cuevas,6/19/1986,175.26,68.9,Spain,Right
Léo Bonatini,3/28/1994,182.88,83,Brazil,Right
D. Kolář,10/27/1985,154.94,79.8,Czech Republic,Right
T. Aoyama,2/22/1986,175.26,74.8,Japan,Right
S. Montoya,9/15/1991,172.72,63,Colombia,Left
V. Aguilera,6/11/1989,187.96,88,Argentina,Right
H. Yamaguchi,10/6/1990,172.72,72.1,Japan,Right
I. Mboyo,4/27/1987,185.42,82.1,Belgium,Right
Bruno Tabata,3/30/1997,152.4,67.1,Brazil,Left
B. Barišić,11/10/1992,185.42,79.8,Croatia,Left
Wilson Manafá,7/23/1994,175.26,68.9,Portugal,Right
C. Nørgaard,3/10/1994,187.96,77.1,Denmark,Right
G. Friend,10/19/1987,187.96,83,England,Left
D. Khocholava,2/8/1993,193.04,88,Georgia,Right
B. Srarfi,6/25/1997,175.26,71.2,Tunisia,Left
Romarinho,12/12/1990,175.26,68.9,Brazil,Right
Mateus,6/19/1984,175.26,74.8,Angola,Right
W. Hoolahan,5/20/1982,167.64,71.2,Republic of Ireland,Left
R. Azeez,12/12/1992,170.18,67.1,Nigeria,Right
M. Frey,7/19/1994,187.96,88.9,Switzerland,Right
J. Akpa Akpro,10/11/1992,154.94,71.2,Ivory Coast,Right
Isaac Cuenca,4/27/1991,152.4,67.1,Spain,Right
Fábio Pacheco,5/26/1988,154.94,73,Portugal,Right
Lucas Piazon,1/20/1994,182.88,73,Brazil,Right
Timo Triano,2/29/1984,175.26,76.2,Brazil,Right
A. Scholz,10/24/1992,187.96,83.9,Denmark,Right
Y. Chibsah,3/10/1993,152.4,78,Ghana,Right
M. Duffy,10/7/1985,175.26,72.1,England,Right
G. McAuley,12/5/1979,190.5,88.9,Northern Ireland,Right
N. Al Abed,1/26/1990,167.64,59,Saudi Arabia,Left
Alessinito,2/29/1984,182.88,78,Brazil,Right
D. Verde,6/20/1996,167.64,64,Italy,Left
P. Lasogga,12/15/1991,187.96,88,Germany,Right
M. Pack,3/25/1991,187.96,73.9,England,Right
Z. Ferhat,3/1/1993,182.88,77.1,Algeria,Right
C. Marshall,8/22/1984,193.04,86.2,United States,Right
J. Bahebeck,5/1/1993,182.88,76.2,France,Right
R. Espinoza,10/25/1986,154.94,77.1,Honduras,Left
N. González,4/6/1998,154.94,67.1,Argentina,Left
Nuno Santos,2/13/1995,152.4,73,Portugal,Left
K. Kusk,11/10/1991,154.94,67.1,Denmark,Left
E. Lamanna,8/7/1989,187.96,79.8,Italy,Right
G. Sunu,3/30/1991,154.94,83,France,Left
E. Berggreen,5/10/1993,193.04,88.9,Denmark,Right
G. Núñez,1/29/1988,154.94,81.2,Argentina,Left
L. Aued,3/1/1987,182.88,81.2,Argentina,Left
Hao Junmin,3/24/1987,152.4,78,China PR,Right
V. Găman,2/25/1989,190.5,82.1,Romania,Right
Pulido,4/8/1991,185.42,72.1,Spain,Right
A. Mobara,2/18/1994,175.26,68.9,South Africa,Right
J. Ledley,1/23/1987,182.88,73,Wales,Left
